CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
ESACL,Notre-Dame-des-Prairies,Undetermined,,Town,Populated Place,CITY,0149ecdc0a0012044c902d6bd085f573,46.05,-73.433333,Notre-Dame-des-Prairies; Joliette,Quebec,50000,2005-05-20,Quebec-Commission de Toponymie
EKVMJ,Otterburn Park,Undetermined,,Town,Populated Place,CITY,54bb01e6d1e411d892e2080020a0f4c9,45.541099,-73.188377,Otterburn Park; La Vallée-du-Richelieu,Quebec,250000,1985-06-26,Quebec-Commission de Toponymie
EQSNP,Paspébiac,"Micmac, Mi'kmaq",,Town,Populated Place,CITY,0cf6c055849c20c3a270a7c23a34a942,48.0333334,-65.25,Paspébiac; Bonaventure,Quebec,7500000,1999-06-22,Quebec-Commission de Toponymie
EHPAM,Percé,Undetermined,,Town,Populated Place,CITY,b4f43925be4311d892e2080020a0f4c9,48.523902,-64.210738,Percé; Le Rocher-Percé,Quebec,7500000,1986-01-01,Quebec-Commission de Toponymie
EHQVA,Pincourt,Undetermined,,Town,Populated Place,CITY,fa56255bbe4511d892e2080020a0f4c9,45.357091,-73.982202,Pincourt; Vaudreuil-Soulanges,Quebec,250000,1968-12-05,Quebec-Commission de Toponymie
EHRNQ,Plessisville,Undetermined,,Town,Populated Place,CITY,742f61a4be4611d892e2080020a0f4c9,46.218729,-71.771721,Plessisville; L'Érable,Quebec,1000000,1968-12-05,Quebec-Commission de Toponymie
EHRSD,Pohénégamook,Abenaki Western,,Town,Populated Place,CITY,87d486fcbe4611d892e2080020a0f4c9,47.457066,-69.240285,Pohénégamook; Témiscouata,Quebec,1000000,1973-08-21,Quebec-Commission de Toponymie
ESAXY,Pointe-Claire,Undetermined,,Town,Populated Place,CITY,014dffed0a001204400584bd57bd507b,45.45,-73.816667,Pointe-Claire; Pointe-Claire,Quebec,50000,2006-01-13,Quebec-Commission de Toponymie
EQFWN,Pont-Rouge,Undetermined,,Town,Populated Place,CITY,0cf093b2849c20c30f66a49887c46466,46.756838,-71.694919,Pont-Rouge; Portneuf,Quebec,1000000,1996-01-29,Quebec-Commission de Toponymie
EHSPH,Port-Cartier,Undetermined,,Town,Populated Place,CITY,11073512be4711d892e2080020a0f4c9,50.018785,-66.875382,Port-Cartier; Sept-Rivières,Quebec,7500000,2003-05-07,Quebec-Commission de Toponymie
EHSQV,Portneuf,Undetermined,,Town,Populated Place,CITY,18c15b73be4711d892e2080020a0f4c9,46.690808,-71.888863,Portneuf; Portneuf,Quebec,1000000,2002-09-18,Quebec-Commission de Toponymie
EHTFR,Princeville,Undetermined,,Town,Populated Place,CITY,857c22c9be4711d892e2080020a0f4c9,46.171593,-71.875707,Princeville; L'Érable,Quebec,1000000,2000-03-29,Quebec-Commission de Toponymie
EQSNQ,Prévost,Undetermined,,Town,Populated Place,CITY,0cf6c097849c20c3391d8733b780d756,45.858155,-74.069757,Prévost; La Rivière-du-Nord,Quebec,1000000,1999-06-22,Quebec-Commission de Toponymie
EHTWR,Québec,Multiple languages,,Town,Populated Place,CITY,24e21a60be4811d892e2080020a0f4c9,46.813819,-71.207997,Québec; Québec,Quebec,30000000,2002-01-24,Quebec-Commission de Toponymie
EHVPH,Repentigny,Undetermined,,Town,Populated Place,CITY,403059e1be4911d892e2080020a0f4c9,45.741966,-73.451286,Repentigny; L'Assomption,Quebec,1000000,2002-04-12,Quebec-Commission de Toponymie
EHVWD,Richelieu,Undetermined,,Town,Populated Place,CITY,60a251a1be4911d892e2080020a0f4c9,45.45,-73.25,Richelieu; Rouville,Quebec,250000,2000-03-29,Quebec-Commission de Toponymie
EHVWU,Richmond,Undetermined,,Town,Populated Place,CITY,62de5f00be4911d892e2080020a0f4c9,45.6666667,-72.15,Richmond; Le Val-Saint-François,Quebec,1000000,2000-03-29,Quebec-Commission de Toponymie
EQFAO,Rigaud,Undetermined,,Town,Populated Place,CITY,0ceed0ed849c20c3c940974b5e1ce673,45.4833334,-74.3,Rigaud; Vaudreuil-Soulanges,Quebec,1000000,2015-11-27,Quebec-Commission de Toponymie
EJNFL,Rimouski,"Micmac, Mi'kmaq",,Town,Populated Place,CITY,58922511bf9311d892e2080020a0f4c9,48.45,-68.5333333,Rimouski; Rimouski-Neigette,Quebec,15000000,2002-01-24,Quebec-Commission de Toponymie
ERGUQ,Rivière-Rouge,Undetermined,,Town,Populated Place,CITY,0fdb4162849c20c308f7b51a0bc19ff2,46.4166667,-74.8666666,Rivière-Rouge; Antoine-Labelle,Quebec,1000000,2003-02-27,Quebec-Commission de Toponymie
EQRRW,Rivière-du-Loup,Undetermined,,Town,Populated Place,CITY,0cf69990849c20c3d494ef28b617ccfe,47.8333333,-69.5333333,Rivière-du-Loup; Rivière-du-Loup,Quebec,7500000,1999-02-05,Quebec-Commission de Toponymie
EHWMB,Roberval,Undetermined,,Town,Populated Place,CITY,a353d641be4911d892e2080020a0f4c9,48.517771,-72.221996,Roberval; Le Domaine-du-Roy,Quebec,7500000,1968-12-05,Quebec-Commission de Toponymie
EHXLV,Rosemère,Undetermined,,Town,Populated Place,CITY,2f0d92b4be4c11d892e2080020a0f4c9,45.639041,-73.78508,Rosemère; Thérèse-De Blainville,Quebec,250000,1968-12-05,Quebec-Commission de Toponymie
EQKCH,Rouyn-Noranda,Undetermined,,Town,Populated Place,CITY,0cf2f5aa849c20c3a4e992e6627a285c,48.233333,-79.016667,Rouyn-Noranda; Rouyn-Noranda,Quebec,7500000,2002-01-24,Quebec-Commission de Toponymie
ERBYN,Saguenay,Innu,,Town,Populated Place,CITY,0d0a0d04849c20c3be7d900ce5db3cb6,48.428221,-71.062202,Saguenay; Saguenay,Quebec,15000000,2002-06-11,Quebec-Commission de Toponymie
EKQRD,Saint-Amable,Undetermined,,Town,Populated Place,CITY,0ccfb88f849c20c350011e84d13af6e4,45.65,-73.3,Saint-Amable; Marguerite-D'Youville,Quebec,250000,1986-01-09,Quebec-Commission de Toponymie
ESJGI,Saint-Antonin,Undetermined,,Town,Populated Place,UNP,cf36658dbe4c11d892e2080020a0f4c9,47.7666667,-69.4833333,Saint-Antonin,Quebec,1000000,2015-02-26,Quebec-Commission de Toponymie
ERDPU,Saint-Augustin-de-Desmaures,Undetermined,,Town,Populated Place,CITY,0fdc12af849c20c33f8715873f308691,46.746866,-71.459436,Saint-Augustin-de-Desmaures; Saint-Augustin-de-Desmaures,Quebec,250000,2006-01-13,Quebec-Commission de Toponymie
EQUNQ,Saint-Basile,Undetermined,,Town,Populated Place,CITY,0cf8ccde849c20c3c6cbee4ce795ae4f,46.756522,-71.825746,Saint-Basile; Portneuf,Quebec,1000000,2000-03-29,Quebec-Commission de Toponymie
EHYWL,Saint-Basile-le-Grand,Undetermined,,Town,Populated Place,CITY,d7d3e619be4c11d892e2080020a0f4c9,45.5333333,-73.2833334,Saint-Basile-le-Grand; La Vallée-du-Richelieu,Quebec,250000,1968-12-05,Quebec-Commission de Toponymie
ESCLU,Saint-Bruno-de-Montarville,Undetermined,,Town,Populated Place,CITY,096b450f0a001204607d4206c7f3791e,45.526007,-73.340591,Saint-Bruno-de-Montarville; Saint-Bruno-de-Montarville,Quebec,50000,2006-01-13,Quebec-Commission de Toponymie
EHYZG,Saint-Charles-Borromée,Undetermined,,Town,Populated Place,CITY,f130aab8be4c11d892e2080020a0f4c9,46.05,-73.4666667,Saint-Charles-Borromée; Joliette,Quebec,50000,1986-11-06,Quebec-Commission de Toponymie
ESBIJ,Saint-Colomban,Undetermined,,Town,Populated Place,CITY,f5ba2a86be4c11d892e2080020a0f4c9,45.733333,-74.133333,Saint-Colomban; La Rivière-du-Nord,Quebec,250000,2009-02-05,Quebec-Commission de Toponymie
EHZAG,Saint-Constant,Undetermined,,Town,Populated Place,CITY,f5f3ff3abe4c11d892e2080020a0f4c9,45.3666666,-73.5666667,Saint-Constant; Roussillon,Quebec,250000,1968-12-05,Quebec-Commission de Toponymie
EHYYK,Saint-Césaire,Undetermined,,Town,Populated Place,CITY,ee282597be4c11d892e2080020a0f4c9,45.4166667,-73,Saint-Césaire; Rouville,Quebec,1000000,2000-03-29,Quebec-Commission de Toponymie
EHZSF,Saint-Eustache,Undetermined,,Town,Populated Place,CITY,382f907abe4d11d892e2080020a0f4c9,45.557622,-73.888638,Saint-Eustache; Deux-Montagnes,Quebec,1000000,1968-12-05,Quebec-Commission de Toponymie
EQITB,Saint-Félicien,Undetermined,,Town,Populated Place,CITY,0cf25f5b849c20c34381f358d9d3bb08,48.65,-72.45,Saint-Félicien; Le Domaine-du-Roy,Quebec,7500000,1996-08-16,Quebec-Commission de Toponymie
EHZVB,Saint-Gabriel,Undetermined,,Town,Populated Place,CITY,40bf7d73be4d11d892e2080020a0f4c9,46.3,-73.3833333,Saint-Gabriel; D'Autray,Quebec,1000000,1968-12-05,Quebec-Commission de Toponymie
EJBSM,Saint-Georges,Undetermined,,Town,Populated Place,CITY,616f0fd5bf1011d892e2080020a0f4c9,46.1166667,-70.6666666,Saint-Georges; Beauce-Sartigan,Quebec,7500000,2001-10-25,Quebec-Commission de Toponymie
ESIYG,Saint-Honoré,Undetermined,,Town,Populated Place,CITY,6ba8722dbe4d11d892e2080020a0f4c9,48.5333333,-71.0833333,Saint-Honoré; ,Quebec,1000000,2016-02-26,Quebec-Commission de Toponymie
EHZZL,Saint-Hyacinthe,Undetermined,,Town,Populated Place,CITY,6bf27281be4d11d892e2080020a0f4c9,45.625902,-72.946463,Saint-Hyacinthe; Les Maskoutains,Quebec,7500000,2002-01-24,Quebec-Commission de Toponymie
EJIXZ,Saint-Jean-sur-Richelieu,Undetermined,,Town,Populated Place,CITY,d8154d59bf9011d892e2080020a0f4c9,45.305672,-73.253813,Saint-Jean-sur-Richelieu; Le Haut-Richelieu,Quebec,7500000,2001-06-05,Quebec-Commission de Toponymie
EIAFV,Saint-Joseph-de-Beauce,Undetermined,,Town,Populated Place,CITY,838302d9be4d11d892e2080020a0f4c9,46.307555,-70.879582,Saint-Joseph-de-Beauce; Robert-Cliche,Quebec,1000000,1999-04-30,Quebec-Commission de Toponymie
EIAGL,Saint-Joseph-de-Sorel,Undetermined,,Town,Populated Place,CITY,85c307d1be4d11d892e2080020a0f4c9,46.0422222,-73.1258333,Saint-Joseph-de-Sorel; Pierre-De Saurel,Quebec,250000,1968-12-05,Quebec-Commission de Toponymie
ELCQF,Saint-Jérôme,Undetermined,,Town,Populated Place,CITY,0ccd653f849c20c331e07ac07ca12d4d,45.775252,-74.003708,Saint-Jérôme; La Rivière-du-Nord,Quebec,7500000,2002-01-24,Quebec-Commission de Toponymie
ESAEH,Saint-Lambert,Undetermined,,Town,Populated Place,CITY,014a49510a001204243fa7c052d1dafe,45.5,-73.516667,Saint-Lambert; Saint-Lambert,Quebec,50000,2006-01-13,Quebec-Commission de Toponymie
ERAZW,Saint-Lazare,Undetermined,,Town,Populated Place,CITY,0d09cb23849c20c3666e0c370b40dc03,45.4,-74.1333334,Saint-Lazare; Vaudreuil-Soulanges,Quebec,50000,2002-01-24,Quebec-Commission de Toponymie
EQVME,Saint-Lin–Laurentides,Undetermined,,Town,Populated Place,CITY,0d0758a1849c20c378e222f6b2d873d1,45.851691,-73.755663,Saint-Lin–Laurentides; Montcalm,Quebec,1000000,2000-03-29,Quebec-Commission de Toponymie
ESBCI,Saint-Marc-des-Carrières,Undetermined,,Town,Populated Place,CITY,9afa8ce7be4d11d892e2080020a0f4c9,46.683333,-72.05,Saint-Marc-des-Carrières; Portneuf,Quebec,1000000,2004-07-13,Quebec-Commission de Toponymie
EIAQQ,Saint-Ours,Undetermined,,Town,Populated Place,CITY,afa1deecbe4d11d892e2080020a0f4c9,45.8886111,-73.1505556,Saint-Ours; Pierre-De Saurel,Quebec,1000000,1968-12-05,Quebec-Commission de Toponymie
EIAQW,Saint-Pamphile,Undetermined,,Town,Populated Place,CITY,aff55621be4d11d892e2080020a0f4c9,46.966667,-69.783333,Saint-Pamphile; L'Islet,Quebec,7500000,1968-12-05,Quebec-Commission de Toponymie
EIARB,Saint-Pascal,Undetermined,,Town,Populated Place,CITY,b21ffe56be4d11d892e2080020a0f4c9,47.528282,-69.8079,Saint-Pascal; Kamouraska,Quebec,1000000,2000-03-29,Quebec-Commission de Toponymie
ESJWG,Saint-Philippe,Undetermined,,Town,Populated Place,CITY,0cf26127849c20c3ab4aaa2a1961e928,45.372179,-73.490738,Saint-Philippe; Roussillon,Quebec,50000,2016-12-09,Quebec-Commission de Toponymie
EQWOC,Saint-Pie,Undetermined,,Town,Populated Place,CITY,0d030347849c20c306d51b2d26514117,45.5,-72.9,Saint-Pie; Les Maskoutains,Quebec,1000000,2003-05-07,Quebec-Commission de Toponymie
EQAMA,Saint-Raymond,Undetermined,,Town,Populated Place,CITY,0cc74aae849c20c3968f4d0984236ec5,46.891435,-71.832549,Saint-Raymond; Portneuf,Quebec,1000000,1995-05-29,Quebec-Commission de Toponymie
EIAXC,Saint-Rémi,Undetermined,,Town,Populated Place,CITY,ca3c2ce3be4d11d892e2080020a0f4c9,45.2666667,-73.6166666,Saint-Rémi; Les Jardins-de-Napierville,Quebec,1000000,1968-12-05,Quebec-Commission de Toponymie
ERGWK,Saint-Sauveur,Undetermined,,Town,Populated Place,CITY,0fdb474c849c20c3d07689cee892080a,45.895746,-74.153155,Saint-Sauveur; Les Pays-d'en-Haut,Quebec,1000000,2002-11-26,Quebec-Commission de Toponymie
EQQZM,Saint-Tite,Undetermined,,Town,Populated Place,CITY,0cf641a2849c20c31c59dfc1529ac32a,46.7333334,-72.5666666,Saint-Tite; Mékinac,Quebec,1000000,1999-02-05,Quebec-Commission de Toponymie
EQMGV,Sainte-Adèle,Undetermined,,Town,Populated Place,CITY,0cf46946849c20c343036021eaa3c7c6,45.95,-74.1333334,Sainte-Adèle; Les Pays-d'en-Haut,Quebec,1000000,1997-12-12,Quebec-Commission de Toponymie
EQQZN,Sainte-Agathe-des-Monts,Undetermined,,Town,Populated Place,CITY,0cf641e4849c20c314a8506fedb9e9b1,46.05,-74.2833333,Sainte-Agathe-des-Monts; Les Laurentides,Quebec,1000000,2002-04-12,Quebec-Commission de Toponymie
EHZFI,Sainte-Anne-de-Beaupré,Undetermined,,Town,Populated Place,CITY,0ab34716be4d11d892e2080020a0f4c9,47.016019,-70.947888,Sainte-Anne-de-Beaupré; La Côte-de-Beaupré,Quebec,7500000,1968-12-05,Quebec-Commission de Toponymie
ESAVC,Sainte-Anne-de-Bellevue,Undetermined,,Town,Populated Place,CITY,014d77bb0a001204681d96aac27ea0ac,45.4,-73.95,Sainte-Anne-de-Bellevue; Sainte-Anne-de-Bellevue,Quebec,50000,2006-01-13,Quebec-Commission de Toponymie
EQXNR,Sainte-Anne-des-Monts,Undetermined,,Town,Populated Place,CITY,0d02ad9d849c20c33618a63a6bf41f2a,49.13001,-66.487669,Sainte-Anne-des-Monts; La Haute-Gaspésie,Quebec,1000000,2001-04-11,Quebec-Commission de Toponymie
EMVQR,Sainte-Anne-des-Plaines,Undetermined,,Town,Populated Place,CITY,ecadf68dd1e111d892e2080020a0f4c9,45.7666667,-73.8166666,Sainte-Anne-des-Plaines; Thérèse-De Blainville,Quebec,1000000,1988-03-09,Quebec-Commission de Toponymie
ESIPN,Sainte-Brigitte-de-Laval,Undetermined,,Town,Populated Place,CITY,ebbd54e7d1e111d892e2080020a0f4c9,47,-71.2,Sainte-Brigitte-de-Laval; La Jacques-Cartier,Quebec,250000,2013-02-13,Quebec-Commission de Toponymie
EHZGS,Sainte-Catherine,Undetermined,,Town,Populated Place,CITY,0efb2a09be4d11d892e2080020a0f4c9,45.405472,-73.571541,Sainte-Catherine; Roussillon,Quebec,250000,1973-08-04,Quebec-Commission de Toponymie
EQVUG,Sainte-Catherine-de-la-Jacques-Cartier,Undetermined,,Town,Populated Place,CITY,0d07b4b4849c20c377e844a8a8f588a9,46.85,-71.6166667,Sainte-Catherine-de-la-Jacques-Cartier; La Jacques-Cartier,Quebec,250000,2001-01-25,Quebec-Commission de Toponymie
EJBSN,Sainte-Julie,Undetermined,,Town,Populated Place,CITY,61883d26bf1011d892e2080020a0f4c9,45.587671,-73.326149,Sainte-Julie; Marguerite-D'Youville,Quebec,1000000,1968-12-05,Quebec-Commission de Toponymie
ESBEH,Sainte-Marguerite-du-Lac-Masson,Undetermined,,Town,Populated Place,CITY,0d0a24ff849c20c3f40b2ba29bc49b69,46.033333,-74.05,Sainte-Marguerite-du-Lac-Masson; Les Pays-d'en-Haut,Quebec,50000,2006-01-13,Quebec-Commission de Toponymie
EHZNF,Sainte-Marie,Undetermined,,Town,Populated Place,CITY,2909d8d9be4d11d892e2080020a0f4c9,46.43838,-71.02131,Sainte-Marie; La Nouvelle-Beauce,Quebec,7500000,1968-12-05,Quebec-Commission de Toponymie
EHZOD,Sainte-Marthe-sur-le-Lac,Undetermined,,Town,Populated Place,CITY,2b62e41bbe4d11d892e2080020a0f4c9,45.5333333,-73.9333333,Sainte-Marthe-sur-le-Lac; Deux-Montagnes,Quebec,250000,1968-12-05,Quebec-Commission de Toponymie
EHZQS,Sainte-Thérèse,Undetermined,,Town,Populated Place,CITY,31e351fdbe4d11d892e2080020a0f4c9,45.640144,-73.843088,Sainte-Thérèse; Thérèse-De Blainville,Quebec,250000,1968-12-05,Quebec-Commission de Toponymie
EKJCM,Salaberry-de-Valleyfield,Undetermined,,Town,Populated Place,CITY,0cd14736849c20c35d2aac27a0ef49c1,45.25,-74.1333334,Salaberry-de-Valleyfield; Beauharnois-Salaberry,Quebec,7500000,2002-06-11,Quebec-Commission de Toponymie
EICJR,Schefferville,Undetermined,,Town,Populated Place,CITY,d19ad04cbe4e11d892e2080020a0f4c9,54.800519,-66.821102,Schefferville; Caniapiscau,Quebec,7500000,1968-12-05,Quebec-Commission de Toponymie
EICMA,Scotstown,Undetermined,,Town,Populated Place,CITY,da6666c0be4e11d892e2080020a0f4c9,45.523621,-71.280902,Scotstown; Le Haut-Saint-François,Quebec,1000000,1968-12-05,Quebec-Commission de Toponymie
EICUR,Senneterre,Undetermined,,Town,Populated Place,CITY,00fd3edcbe4f11d892e2080020a0f4c9,48.390435,-77.240452,Senneterre; La Vallée-de-l'Or,Quebec,7500000,1968-12-05,Quebec-Commission de Toponymie
EJNFQ,Sept-Îles,Undetermined,,Town,Populated Place,CITY,58a3ff62bf9311d892e2080020a0f4c9,50.216667,-66.383333,Sept-Îles; Sept-Rivières,Quebec,15000000,2003-02-27,Quebec-Commission de Toponymie
ESKJV,Shannon,Undetermined,,Town,Populated Place,CITY,8d218e84be4f11d892e2080020a0f4c9,46.8833333,-71.5166666,Shannon; La Jacques-Cartier,Quebec,250000,2017-08-31,Quebec-Commission de Toponymie
EQPWT,Shawinigan,Atikamekw,,Town,Populated Place,CITY,0cf5baff849c20c384471c2b4be51afa,46.541088,-72.74521,Shawinigan; Shawinigan,Quebec,1000000,2002-01-24,Quebec-Commission de Toponymie
EIDHN,Sherbrooke,Undetermined,,Town,Populated Place,CITY,9e0a04b5be4f11d892e2080020a0f4c9,45.4,-71.9,Sherbrooke; Sherbrooke,Quebec,7500000,2002-01-24,Quebec-Commission de Toponymie
EQVKY,Sorel-Tracy,Undetermined,,Town,Populated Place,CITY,0d05072a849c20c30885e3d0958fb020,46.0436111,-73.1130556,Sorel-Tracy; Pierre-De Saurel,Quebec,7500000,2000-03-29,Quebec-Commission de Toponymie
EQBIF,Stanstead,Undetermined,,Town,Populated Place,CITY,0cc7a4cd849c20c3c21ec4cc581039ac,45.0166667,-72.1,Stanstead; Memphrémagog,Quebec,50000,1995-03-31,Quebec-Commission de Toponymie
EIFMF,Sutton,Undetermined,,Town,Populated Place,CITY,47858315be5111d892e2080020a0f4c9,45.1,-72.6166667,Sutton; Brome-Missisquoi,Quebec,1000000,2002-09-18,Quebec-Commission de Toponymie
EIGOG,Terrebonne,Undetermined,,Town,Populated Place,CITY,e3e9853dbe5111d892e2080020a0f4c9,45.691538,-73.634302,Terrebonne; Les Moulins,Quebec,1000000,2001-08-22,Quebec-Commission de Toponymie
EPXXJ,Thetford Mines,Undetermined,,Town,Populated Place,CITY,0cc49d63849c20c394561e626bd88655,46.088908,-71.301952,Thetford Mines; Les Appalaches,Quebec,7500000,2002-01-24,Quebec-Commission de Toponymie
EIHFC,Thurso,Undetermined,,Town,Populated Place,CITY,3d2b19cebe5211d892e2080020a0f4c9,45.6,-75.25,Thurso; Papineau,Quebec,1000000,1968-12-05,Quebec-Commission de Toponymie
EIITL,Trois-Pistoles,Undetermined,,Town,Populated Place,CITY,78fcdd25be5311d892e2080020a0f4c9,48.125602,-69.175363,Trois-Pistoles; Les Basques,Quebec,7500000,1968-12-05,Quebec-Commission de Toponymie
EIITR,Trois-Rivières,Undetermined,,Town,Populated Place,CITY,798fa74bbe5311d892e2080020a0f4c9,46.343077,-72.543383,Trois-Rivières; Trois-Rivières,Quebec,7500000,2002-01-24,Quebec-Commission de Toponymie
EIGKH,Témiscaming,Algonquin,,Town,Populated Place,CITY,ce02fc76be5111d892e2080020a0f4c9,46.722071,-79.093116,Témiscaming; Témiscamingue,Quebec,7500000,1968-12-05,Quebec-Commission de Toponymie
ESFRG,Témiscouata-sur-le-Lac,Undetermined,,Town,Populated Place,CITY,e31b90f3bbec11d892e2080020a0f4c9,47.683333,-68.883333,Témiscouata-sur-le-Lac; Témiscouata,Quebec,7500000,2011-02-09,Quebec-Commission de Toponymie
EIJZE,Val-d'Or,Undetermined,,Town,Populated Place,CITY,0b6861a6be5411d892e2080020a0f4c9,48.1,-77.7833333,Val-d'Or; La Vallée-de-l'Or,Quebec,15000000,2002-01-24,Quebec-Commission de Toponymie
ESMWQ,Val-des-Sources,Undetermined,,Town,Populated Place,CITY,a7b3258bbbe511d892e2080020a0f4c9,45.7774,-71.9384,Asbestos; Les Sources,Quebec,7500000,2021-03-18,Quebec-Commission de Toponymie
EIJYU,Valcourt,Undetermined,,Town,Populated Place,CITY,08c2bd0cbe5411d892e2080020a0f4c9,45.5,-72.3166667,Valcourt; Le Val-Saint-François,Quebec,1000000,1968-12-05,Quebec-Commission de Toponymie
EIKGU,Varennes,Undetermined,,Town,Populated Place,CITY,c874fd95be5411d892e2080020a0f4c9,45.6825,-73.4408333,Varennes; Marguerite-D'Youville,Quebec,1000000,1968-12-05,Quebec-Commission de Toponymie
EPUZT,Vaudreuil-Dorion,Undetermined,,Town,Populated Place,CITY,0cec7cf8849c20c389797c584754eb8b,45.4,-74.0333333,Vaudreuil-Dorion; Vaudreuil-Soulanges,Quebec,1000000,1994-06-03,Quebec-Commission de Toponymie
EPSTL,Victoriaville,Undetermined,,Town,Populated Place,CITY,0cec1a23849c20c38edb797a77c5bab1,46.055183,-71.959997,Victoriaville; Arthabaska,Quebec,7500000,1994-08-19,Quebec-Commission de Toponymie
EILNZ,Ville-Marie,Undetermined,,Town,Populated Place,CITY,6170e3f3be5711d892e2080020a0f4c9,47.3333332,-79.4333333,Ville-Marie; Témiscamingue,Quebec,7500000,1968-12-05,Quebec-Commission de Toponymie
EIMJF,Warwick,Undetermined,,Town,Populated Place,CITY,aabe92f9bf0411d892e2080020a0f4c9,45.95,-71.9833334,Warwick; Arthabaska,Quebec,1000000,2000-03-29,Quebec-Commission de Toponymie
EIMLJ,Waterloo,Undetermined,,Town,Populated Place,CITY,c7bebd05bf0411d892e2080020a0f4c9,45.35,-72.5166667,Waterloo; La Haute-Yamaska,Quebec,1000000,1968-12-05,Quebec-Commission de Toponymie
EIMLO,Waterville,Undetermined,,Town,Populated Place,CITY,c7fc8959bf0411d892e2080020a0f4c9,45.278046,-71.890596,Waterville; Coaticook,Quebec,1000000,1968-12-05,Quebec-Commission de Toponymie
ESAEO,Westmount,Undetermined,,Town,Populated Place,CITY,014a57180a0012042d3698cd79b4c384,45.483333,-73.6,Westmount; Westmount,Quebec,50000,2006-01-13,Quebec-Commission de Toponymie
EINDO,Windsor,Undetermined,,Town,Populated Place,CITY,f7b26e4ebf0411d892e2080020a0f4c9,45.5666667,-72,Windsor; Le Val-Saint-François,Quebec,1000000,2000-01-20,Quebec-Commission de Toponymie
HABKQ,Aberdeen,Undetermined,,Town,Populated Place,TOWN,47d2eb50c6cd11d892e2080020a0f4c9,52.325536,-106.291511,6-39-2-W3,Saskatchewan,1000000,1988-11-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAPNP,Alameda,Undetermined,,Town,Populated Place,TOWN,0c2fd78b849c20c3f22927743be390e7,49.2681464,-102.2870583,1-4-3-W2,Saskatchewan,1000000,1952-02-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLS,Allan,Undetermined,,Town,Populated Place,TOWN,0c283a43849c20c3ef407f09ca5f32b9,51.8958806,-106.0603667,34-1-W3,Saskatchewan,1000000,1956-09-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAQMG,Arborfield,Undetermined,,Town,Populated Place,TOWN,0cff0e74849c20c3e95c9ddc3cc1495c,53.1056694,-103.6607417,3-48-12-W2,Saskatchewan,1000000,1947-09-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABTN,Arcola,Undetermined,,Town,Populated Place,TOWN,0cfe4c66849c20c382ad02ff90a6412c,49.6354522,-102.4919222,9-8-4-W2,Saskatchewan,1000000,1952-02-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAMLA,Asquith,Undetermined,,Town,Populated Place,TOWN,0c2e9fc7849c20c3aaef553f8a201357,52.1347731,-107.2266111,33-36-9-W3,Saskatchewan,1000000,1948-10-07,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAOOY,Assiniboia,Undetermined,,Town,Populated Place,TOWN,0cfee9c2849c20c3516eb1e57a4630b2,49.6291139,-105.9886333,10-8-30-W2,Saskatchewan,7500000,1952-03-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HACOG,Balcarres,Undetermined,,Town,Populated Place,TOWN,48b97ad7c6cd11d892e2080020a0f4c9,50.8049556,-103.54425,13-21-12-W2,Saskatchewan,1000000,1951-12-31,"Saskatchewan-Ministry of Parks, Culture and Sport"
HACOO,Balgonie,Undetermined,,Town,Populated Place,TOWN,0c28e45b849c20c32945fd1c32b2a329,50.4914583,-104.2629111,3-18-17-W2,Saskatchewan,1000000,1953-05-07,"Saskatchewan-Ministry of Parks, Culture and Sport"
HACRM,Battleford,Undetermined,,Town,Populated Place,TOWN,0cfe6330849c20c3a89b7c7ceb694e78,52.7384556,-108.3152528,30-43-17-W3,Saskatchewan,1000000,1939-12-12,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAKAN,Bengough,Undetermined,,Town,Populated Place,TOWN,0cfeb7b5849c20c34bd6f279d75acd93,49.3963611,-105.1283028,23-5-24-W2,Saskatchewan,1000000,1952-03-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAUQL,Bienfait,Undetermined,,Town,Populated Place,TOWN,0cff4aba849c20c36768db74b038cb3f,49.1391556,-102.8014869,19-2-6-W2,Saskatchewan,1000000,1952-02-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HADYJ,Big River,Undetermined,,Town,Populated Place,TOWN,0c29a3a7849c20c3f725214205824ea7,53.8350981,-107.0330556,,Saskatchewan,1000000,1948-10-07,"Saskatchewan-Ministry of Parks, Culture and Sport"
HATVI,Biggar,Undetermined,,Town,Populated Place,TOWN,0cff41f5849c20c359ba55f5b6ac579c,52.0634611,-107.979075,,Saskatchewan,7500000,1956-09-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
